name,number,title,full_name,term_quarter,term_year,grade_Ap,grade_A,grade_Am,grade_Bp,grade_B,grade_Bm,grade_Cp,grade_C,grade_Cm,grade_Dp,grade_D,grade_Dm,grade_F,grade_no_pass,grade_pass
PSYCH 20B,20B,Advanced Topics in MATLAB Programming for Behavioral Sciences,Uri Maoz,SP,2017,0,10,2,2,0,0,0,0,0,0,1,0,0,0,0
PSYCH M166,M166,Neurobiology of Bias and Discrimination,G.R. Poe,SP,2017,1,15,3,3,0,0,0,0,0,0,0,0,0,0,0
PSYCH 151,151,Research Methods in Health Psychology,Ayako Janet Tomiyama,SP,2017,1,4,6,8,3,0,0,0,1,0,0,0,0,0,0
PSYCH 132A,132A,Learning Disabilities in Perspective,Howard Adelman,SP,2017,0,10,47,25,16,3,3,4,0,0,0,0,0,0,1
PSYCH 10,10,Introductory Psychology,Kristin Walker,SP,2017,0,211,26,18,8,6,3,1,0,2,1,1,0,0,2
PSYCH 133G,133G,Culture and Human Development,Patricia Greenfield,SP,2017,11,88,75,40,24,10,4,0,0,0,0,0,0,0,4
PSYCH 137C,137C,Close Relationships,Benjamin Karney,SP,2017,0,71,59,37,51,32,18,12,9,5,1,0,0,3,7
PSYCH M119N,M119N,The Visual System,Stan Schein,SP,2017,0,13,1,8,3,0,0,0,0,0,0,0,0,0,0
PSYCH 186D,186D,Neuroinformatics Studio,Martin Monti,SP,2017,6,10,3,1,0,0,0,0,0,0,0,0,0,0,0
PSYCH 121,121,Laboratory in Cognitive Psychology,Keith Holyoak,SP,2017,1,3,5,0,3,0,0,0,0,0,1,0,1,0,0
PSYCH 116,116,Behavioral Neuroscience Laboratory,Alicia Izquierdo Edler,SP,2017,9,20,22,28,26,11,15,7,2,1,2,0,1,0,0
PSYCH 116,116,Behavioral Neuroscience Laboratory,Dario Ringach,SP,2017,9,20,22,28,26,11,15,7,2,1,2,0,1,0,0
PSYCH 112A,112A,Basic Processes of Motivated Behavior,Kate Wassum,SP,2017,0,5,3,2,4,3,3,1,0,1,1,0,0,0,0
PSYCH 110,110,Fundamentals of Learning,Aaron Blaisdell,SP,2017,80,103,49,22,25,9,2,3,0,1,0,0,1,0,1
PSYCH 116,116,Behavioral Neuroscience Laboratory,William Grisham,SP,2017,9,20,22,28,26,11,15,7,2,1,2,0,1,0,0
PSYCH M117C,M117C,Neuroscience: From Molecules to Mind -- Behavioral and Cognitive Neuroscience,Chris Lau,SP,2017,0,2,0,1,0,3,1,2,0,0,0,0,0,0,1
PSYCH 101,101,General Psychology Laboratory,Sean Mcauliffe,SP,2017,2,4,6,0,9,8,6,11,0,0,0,0,2,0,0
PSYCH 120B,120B,Sensation and Perception,Ladan Shams,SP,2017,5,35,18,24,34,13,17,17,1,7,6,5,2,1,0
PSYCH 119U,119U,Neural Correlates of Psychotic Disorders,David Shirinyan,SP,2017,5,9,9,5,7,11,0,0,0,0,0,0,0,0,1
PSYCTRY 79,79,Applied Positive Neuroscience: Skills for Improving Productivity and Wellbeing,Alexander Korb,SP,2017,2,9,1,1,3,2,3,1,1,0,0,0,1,0,0
PUB PLC 10C,10C,"Public Policy for Crime, Cannabis, and Other Drugs",Bradley Rowe,SP,2017,0,7,8,7,3,1,1,0,0,0,0,0,0,0,2
PUB PLC 187,187,Research Seminar: Public Policy,Rick Tuttle,SP,2017,0,13,0,2,3,0,0,0,0,0,0,0,0,0,0
RELIGN 150,150,"Women, Gender, and Religion",Karen Muldoon-Hules,SP,2017,1,5,7,2,4,3,2,0,0,0,0,0,1,2,1
RELIGN M132,M132,Ancient Egyptian Religion,Julia Troche,SP,2017,11,18,5,2,1,2,1,1,1,1,1,1,0,0,5
RELIGN M135,M135,Religion in Ancient Israel,Jeremy Smoak,SP,2017,0,4,2,1,1,0,0,0,0,0,0,0,0,1,1
RELIGN M60C,M60C,Introduction to Korean Religions,Sung-deuk Oak,SP,2017,3,5,3,1,0,0,0,0,0,0,0,0,0,0,1
RELIGN 101,101,History of Study of Religion,Kevin Scull,SP,2017,2,13,4,4,2,0,1,0,0,0,0,0,1,0,0
RELIGN 177,177,Variable Topics in Religion,Donald Westbrook,SP,2017,13,12,3,1,0,0,0,0,0,0,0,0,0,0,3
RELIGN M60W,M60W,Introduction to Buddhism,Karen Muldoon-Hules,SP,2017,0,3,4,0,2,1,0,1,0,0,0,0,0,0,0
RELIGN 120,120,Abrahamic Religions: Traditions in Tension,Reinhard Krauss,SP,2017,1,6,6,5,4,1,0,0,0,0,0,0,0,0,0
RELIGN M105C,M105C,Baha'i Faith in Iran: 20th-Century Iran and Baha'is,Nader Saiedi,SP,2017,0,8,2,3,0,0,0,0,0,0,0,0,0,0,0
ROMANIA 152,152,Survey of Romanian Literature,Georgiana Galateanu,SP,2017,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0
RUSSN 100C,100C,Literacy in Russian,Nataly Lekht,SP,2017,5,3,1,0,1,0,0,0,0,0,0,0,0,0,0
RUSSN 90A,90A,Introduction to Russian Civilization,Olga Kagan,SP,2017,11,54,49,13,8,4,0,2,1,0,0,0,1,0,6
RUSSN 103C,103C,Russian for Native and Near-Native Speakers: Special Topics,Anna Kudyma,SP,2017,8,6,0,0,0,0,0,1,0,0,0,0,0,0,0
RUSSN 120,120,Literature and Revolution,Gail Lenhoff,SP,2017,2,4,0,0,3,0,2,0,0,0,0,0,1,1,1
RUSSN 6,6,Intermediate Russian,Susan Kresin,SP,2017,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0
RUSSN 100C,100C,Literacy in Russian,Anna Kudyma,SP,2017,5,3,1,0,1,0,0,0,0,0,0,0,0,0,0
RUSSN 101C,101C,Third-Year Russian: Contemporary Russia,Susan Kresin,SP,2017,1,9,1,2,1,0,0,0,0,0,0,0,0,0,0
RUSSN C124D,C124D,Studies in Russian Literature: Dostoevsky,Ronald Vroon,SP,2017,0,2,2,2,2,0,0,1,0,0,0,1,1,0,3
RUSSN 102C,102C,Topics in Advanced/Superior Russian,Anna Kudyma,SP,2017,2,10,1,1,0,0,0,0,0,0,0,0,0,0,2
RUSSN 3,3,Elementary Russian,Yelena Furman,SP,2017,1,3,4,0,1,0,0,0,0,0,0,0,0,0,2
RUSSN 3,3,Elementary Russian,Anna Kudyma,SP,2017,3,9,9,3,1,1,0,0,0,0,0,0,0,0,7
RUSSN 31,31,History of Russian Cinema,Vadim Shneyder,SP,2017,0,14,11,6,5,0,0,0,1,0,0,0,1,0,5
SCAND 60W,60W,Introduction to Nordic Cinema,Arne Lunde,SP,2017,5,42,26,5,4,2,0,0,0,0,0,0,0,0,0
SCAND 40,40,"Heroic Journey in Northern Myth, Legend, and Epic",Kimberly Ball,SP,2017,4,9,3,4,5,2,1,2,2,0,0,0,0,0,1
SCAND C163A,C163A,Introduction to Danish Cinema,Patrick Wen,SP,2017,14,4,1,0,0,0,0,0,0,0,0,0,0,0,0
SCAND 172A,172A,Nordic Folk and Fairy Tales,Kimberly Ball,SP,2017,7,5,7,3,2,1,2,1,0,1,0,0,0,0,3
SCI EDU 1SL,1SL,Classroom Practices in Elementary School Science,Kelly Peters,SP,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17
SCI EDU 1SL,1SL,Classroom Practices in Elementary School Science,K.A. Serrano,SP,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17
SEASIAN 70,70,Modern Southeast Asian Literature,George Dutton,SP,2017,0,3,9,10,7,2,0,1,0,0,0,0,0,0,2
SEASIAN 140,140,"Zomia: Peoples, Societies, and Cultures of Upland Southeast Asia",George Dutton,SP,2017,1,2,2,3,1,3,4,3,0,1,0,0,0,1,0
SEASIAN M20,M20,Visible Language: Study of Writing,Jeremy Smoak,SP,2017,4,13,9,5,6,3,0,3,0,0,0,0,0,0,5
SLAVC M20,M20,Visible Language: Study of Writing,Jeremy Smoak,SP,2017,2,10,7,4,6,1,1,2,0,0,0,0,2,1,2
SOC GEN 108,108,"Human Biology, Genetics, and Society",Christopher Kelty,SP,2017,5,60,12,4,2,0,0,0,0,0,0,0,0,0,0
SOC GEN 195CE,195CE,Community and Corporate Internships in Society and Genetics,Aaron Panofsky,SP,2017,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0
SOC GEN 188,188,Special Courses in Society and Genetics,Patrick Allard,SP,2017,6,9,4,1,0,0,0,0,0,0,0,0,0,0,0
SOC GEN 163,163,"Science and Popular Movements: Controversy, Conflict, and Collaboration",Joan Donovan,SP,2017,2,3,2,4,0,0,0,0,0,0,0,0,0,0,0
SOC GEN 188,188,Special Courses in Society and Genetics,Debra Greenfield,SP,2017,2,4,5,2,2,1,1,0,0,0,0,0,0,0,0
SOC GEN M102,M102,Societal and Medical Issues in Human Genetics,Michelle Rensel,SP,2017,5,51,24,12,15,4,7,3,1,0,1,0,0,0,0
SOC GEN 180,180,Special Courses in Society and Genetics,Sarah Tracy,SP,2017,0,11,19,9,4,2,1,0,0,0,0,0,0,0,0
SOC GEN 134,134,Food and Health in Global Perspective,Mi Kim,SP,2017,0,11,8,3,11,4,0,3,2,1,0,0,1,0,1
SOC GEN 164,164,Ethics in Health and Research,Anne le Goff,SP,2017,0,10,11,10,11,4,2,1,0,0,0,0,0,0,0
SOC WLF 102,102,Social Welfare Organizations and Community Systems,Jorja Leap,SP,2017,1,191,1,0,31,0,0,10,0,0,1,0,0,0,0
SOCIOL 195CE,195CE,Community and Corporate Internships in Sociology,Edward Walker,SP,2017,8,8,13,1,2,0,1,1,1,0,0,0,1,0,3
SOCIOL 191V,191V,Variable Topics Research Seminars: Sociology,Lauren Duquette,SP,2017,2,8,4,5,0,0,0,0,0,0,0,0,0,0,0
SOCIOL 191V,191V,Variable Topics Research Seminars: Sociology,Saba Soomekh,SP,2017,0,17,1,1,0,0,0,0,0,0,0,0,0,0,0
SOCIOL M175,M175,Sociology of Education,Ryan Fukumori,SP,2017,47,34,11,11,5,3,2,1,1,0,0,0,2,0,0
SOCIOL 185,185,American Society,David Halle,SP,2017,38,23,38,10,11,11,5,5,1,0,1,1,0,1,2
SOCIOL 102,102,Contemporary Sociological Theory,Mark Jepson,SP,2017,5,24,13,13,50,9,6,24,3,0,1,0,4,0,0
SOCIOL M153,M153,Chinese Immigration,Min Zhou,SP,2017,7,13,15,14,20,9,5,9,10,1,5,0,3,0,3
SOCIOL 130,130,Self and Society,Jack Katz,SP,2017,3,7,13,27,21,24,12,16,7,3,5,2,5,0,0
SOCIOL 152,152,Comparative Acculturation and Assimilation,Ruben Hernandez-leon,SP,2017,3,4,6,7,20,10,3,17,16,0,4,0,5,0,2
SOCIOL 101,101,Development of Sociological Theory,Isaac Speer,SP,2017,23,31,19,20,21,12,7,7,3,3,2,1,2,0,0
SOCIOL 180A,180A,Special Topics in Sociology,Jeffrey Guhin,SP,2017,13,16,32,21,21,13,5,7,2,0,2,0,4,0,2
SOCIOL 172,172,Entrepreneurship,Lynne Zucker,SP,2017,66,39,20,11,8,1,1,1,1,1,0,1,0,0,0
SOCIOL 1,1,Introductory Sociology,Brandon Reilly,SP,2017,1,102,45,44,55,12,8,12,7,1,3,0,3,0,4
SOCIOL 98T,98T,Masters of Our Universe: Gatekeepers and Brokers in Our Everday Lives,Vilma Ortiz,SP,2017,5,3,3,1,3,0,0,0,0,0,0,0,0,0,0
SOCIOL 191H,191H,Honors Seminars: Sociology,Zsuzsa Berend,SP,2017,0,14,9,9,0,0,0,0,0,0,0,0,0,0,0
SOCIOL 20,20,Introduction to Sociological Research Methods,Keith Robinson,SP,2017,0,39,41,37,14,4,6,3,2,1,2,0,7,0,0
SOCIOL 182,182,Political Sociology,Dan Lainer-Vos,SP,2017,0,23,35,38,32,17,1,0,0,0,0,0,0,0,1
SOCIOL 154,154,Race and Ethnicity: International Perspectives,Cesar Ayala,SP,2017,2,9,10,26,31,23,9,17,4,2,5,1,4,0,0
SOCIOL 198C,198C,Honors Research in Sociology,Zsuzsa Berend,SP,2017,1,12,4,1,0,0,0,0,0,0,0,0,0,0,0
SOCIOL 113,113,Statistical and Computer Methods for Social Research,William Steers,SP,2017,0,51,23,27,15,10,8,5,3,1,1,0,5,0,1
SOCIOL 97,97,Variable Topics Research Seminars: Sociology,Rebecca Emigh,SP,2017,0,6,3,2,0,1,2,1,0,0,0,0,0,0,0
SOCIOL M176,M176,Sociology of Mass Communication,Gabriel Rossman,SP,2017,4,16,5,3,39,3,6,19,3,0,10,0,3,0,0
SOCIOL 180B,180B,Special Topics in Sociology,Karida Brown,SP,2017,0,27,12,4,3,0,1,0,0,1,1,0,1,0,1
SOCIOL 180C,180C,Special Topics in Sociology,Aliza Luft,SP,2017,0,39,23,21,20,17,8,10,5,3,2,0,1,1,0
SPAN 155C,155C,Topics in U.S. Latino Studies,Patricia Arroyo Calderon,SP,2017,12,16,4,1,1,1,0,0,0,0,0,0,1,0,0
SPAN 160,160,Topics in Spanish Linguistics,Antonio Quicoli,SP,2017,3,7,9,9,4,0,0,0,1,0,0,0,1,0,0
SPAN 3,3,Elementary Spanish,Carlota Suhr,SP,2017,1,9,2,1,2,1,0,1,0,0,0,0,0,0,7
SPAN 170,170,"Topics in Media, Interdisciplinary, and Transhistorical Studies",Luz de la Torre,SP,2017,4,12,8,0,0,0,0,0,0,0,0,0,1,0,0
SPAN 27,27,Composition for Spanish Speakers,Francisco Moreno Rivero,SP,2017,1,6,10,4,3,1,0,0,1,0,0,0,1,0,0
SPAN 27,27,Composition for Spanish Speakers,Julio Puente Garcia,SP,2017,2,5,4,0,1,0,0,0,0,0,0,0,0,0,0
SPAN 25,25,Advanced Spanish and Composition,Juliet Falce-Robinson,SP,2017,2,9,10,1,1,0,0,0,0,0,0,0,0,0,0
SPAN 191C,191C,Senior Capstone Seminar,Adriana Bergero,SP,2017,4,8,5,1,4,0,0,0,0,0,0,0,0,0,0
SPAN 150,150,Topics in Contemporary Studies,Hector Calderon,SP,2017,0,23,8,8,12,5,3,1,0,0,0,0,0,0,2
SPAN 170,170,"Topics in Media, Interdisciplinary, and Transhistorical Studies",Julio Puente Garcia,SP,2017,6,11,3,1,4,0,0,1,0,0,0,0,0,0,0
SPAN 150,150,Topics in Contemporary Studies,Willivaldo Delgadillo,SP,2017,2,23,3,1,0,0,0,0,0,0,0,0,0,1,0
SPAN 5,5,Intermediate Spanish,Juliet Falce-Robinson,SP,2017,0,8,8,4,8,4,2,1,2,0,0,0,0,2,7
SPAN 42,42,Iberian Culture,Jesus Torrecilla,SP,2017,32,40,29,18,25,7,9,7,4,1,0,1,2,0,0
SPAN 2,2,Elementary Spanish,Juliet Falce-Robinson,SP,2017,0,13,9,5,14,2,2,2,0,0,0,0,0,0,21
SPAN 4,4,Intermediate Spanish,Juliet Falce-Robinson,SP,2017,2,8,12,5,6,2,2,0,2,0,0,0,0,2,4
SPAN 7A,7A,Introductory Spanish for Heritage Speakers,Juliet Falce-Robinson,SP,2017,0,11,14,3,7,3,1,0,2,0,0,0,0,0,4
SPAN 1,1,Elementary Spanish,Juliet Falce-Robinson,SP,2017,11,47,30,15,12,5,2,3,2,0,1,1,1,6,19
SPAN 170,170,"Topics in Media, Interdisciplinary, and Transhistorical Studies",Audrey Harris,SP,2017,1,22,4,0,1,1,0,1,0,0,0,0,0,0,0
SPAN 172SLM,172SLM,"Latinos, Linguistics, and Literacy",Carlota Suhr,SP,2017,2,6,3,5,0,0,0,0,0,0,0,0,0,0,0
SPAN 150,150,Topics in Contemporary Studies,Adriana Bergero,SP,2017,2,17,6,4,0,0,0,0,0,0,0,0,0,0,0
SPAN 27,27,Composition for Spanish Speakers,Juliet Falce-Robinson,SP,2017,3,11,14,4,4,1,0,0,1,0,0,0,1,0,0
SPAN 3,3,Elementary Spanish,Juliet Falce-Robinson,SP,2017,23,65,52,25,15,12,8,9,2,2,0,0,1,3,106
SPAN 7B,7B,Intermediate Spanish for Heritage Speakers,Juliet Falce-Robinson,SP,2017,0,1,2,5,3,1,0,0,0,0,0,0,0,0,1
SPAN 160,160,Topics in Spanish Linguistics,Juliet Falce-Robinson,SP,2017,0,6,14,5,4,1,0,0,0,0,0,0,0,0,1
SPAN 25,25,Advanced Spanish and Composition,Stephen Tobin,SP,2017,2,9,10,1,1,0,0,0,0,0,0,0,0,0,0
STATS 100C,100C,Linear Models,Arash Amini,SP,2017,9,22,16,5,7,8,2,1,1,0,1,0,2,1,0
STATS 88S,88S,Shaping the Future: Machine Learning and Data Science,Vivian Lew,SP,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
STATS 143,143,Introduction to Research in Statistics,Hongquan Xu,SP,2017,1,2,3,5,2,0,0,0,0,0,0,0,0,0,0
STATS 13,13,Introduction to Statistical Methods for Life and Health Sciences,Guillaume Calmettes,SP,2017,24,7,3,4,0,0,0,0,0,0,0,0,1,0,0
STATS 10,10,Introduction to Statistical Reasoning,Miles Chen,SP,2017,6,179,39,31,33,20,14,12,2,2,1,0,4,2,7
STATS 20,20,Introduction to Statistical Programming with R,Vivian Lew,SP,2017,1,22,15,2,28,0,0,0,0,0,0,0,0,0,5
STATS 170,170,Introduction to Time-Series Analysis,Juana Sanchez,SP,2017,1,4,3,2,6,2,2,0,0,0,0,1,0,0,4
STATS 10,10,Introduction to Statistical Reasoning,Linda Zanontian,SP,2017,1,72,31,19,17,9,1,14,5,1,2,1,2,0,4
STATS 12,12,Introduction to Statistical Methods for Geography and Environmental Studies,Michael Tsiang,SP,2017,12,26,4,5,9,8,5,8,1,0,1,0,2,0,0
STATS 102C,102C,Introduction to Monte Carlo Methods,Yingnian Wu,SP,2017,13,36,10,9,8,4,2,2,0,0,0,0,1,0,0
STATS 100C,100C,Linear Models,Nicolas Christou,SP,2017,0,14,14,27,12,10,2,3,0,0,0,0,0,0,1
STATS 102C,102C,Introduction to Monte Carlo Methods,Miles Chen,SP,2017,3,20,23,15,10,0,7,4,0,0,0,0,0,0,0
STATS 130,130,"Getting Up to Speed with SPSS, Stata, SAS, and R",Jihyeon Cha,SP,2017,8,21,7,5,5,0,0,0,0,0,0,0,1,0,0
STATS 101C,101C,Introduction to Regression and Data Mining,Robert Gould,SP,2017,2,51,20,8,4,0,0,1,0,0,0,0,0,0,0
STATS 13,13,Introduction to Statistical Methods for Life and Health Sciences,Linda Zanontian,SP,2017,1,92,29,17,11,8,6,3,0,0,0,0,3,0,1
STATS C183,C183,Statistical Models in Finance,Nicolas Christou,SP,2017,0,14,13,17,9,7,3,4,1,0,0,0,0,0,2
STATS 100A,100A,Introduction to Probability,Juana Sanchez,SP,2017,6,11,15,16,15,18,10,13,11,0,0,0,2,0,1
STATS 102C,102C,Introduction to Monte Carlo Methods,Michael Tsiang,SP,2017,5,12,14,6,5,0,0,1,0,0,0,0,0,0,0
STATS 141SL,141SL,Practice of Statistical Consulting,Mahtash Esfandiari,SP,2017,14,59,0,0,4,0,0,0,0,0,0,0,0,0,0
STATS 101C,101C,Introduction to Regression and Data Mining,Akram Almohalwas,SP,2017,12,46,38,20,9,3,1,2,0,0,0,0,3,0,0
STATS 10,10,Introduction to Statistical Reasoning,Jihyeon Cha,SP,2017,2,43,18,29,19,21,7,11,3,4,3,8,0,4,2
STATS 100B,100B,Introduction to Mathematical Statistics,Jingyi Li,SP,2017,1,9,10,6,13,5,5,5,6,0,5,0,1,1,0
THAI 100C,100C,Advanced Thai,Jenjit Gasigitamrong,SP,2017,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0
THEATER C153C,C153C,Costume Design for Film and Television,Chrisi Karvonides,SP,2017,2,2,6,2,1,0,0,0,0,0,0,0,0,0,0
THEATER 30,30,Dramatic Writing,Edit Villarreal,SP,2017,1,26,3,0,0,0,0,0,0,0,0,0,1,0,0
THEATER 14C,14C,Introduction to Design,Raquel Barreto,SP,2017,11,23,14,2,7,1,2,0,0,0,0,0,1,0,0
THEATER 135C,135C,Singing for Musical Theater II,Linda Kerns,SP,2017,0,12,4,1,0,0,0,0,0,0,0,0,0,0,0
THEATER 134F,134F,Dance for Musical Theater III,Cheryl Baxter-Ratliff,SP,2017,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0
THEATER 172,172,"Production Practice in Theater, Film, Video, and Digital Media",L Kazan,SP,2017,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0
THEATER 121,121,Acting Workshop,Andrew Wagner,SP,2017,0,7,2,2,0,1,0,0,0,0,0,0,1,0,0
THEATER 134F,134F,Dance for Musical Theater III,Leanora Martino,SP,2017,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0
THEATER 138,138,Special Problems in Performance Techniques,Perry Daniel,SP,2017,8,5,4,3,0,1,0,0,0,0,0,0,0,0,1
THEATER 135A,135A,Singing for Musical Theater II,Linda Kerns,SP,2017,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0
THEATER 34C,34C,Dance for Musical Theater I,Natsuo Tomita,SP,2017,3,9,5,0,0,0,0,0,0,0,0,0,0,0,0
THEATER 1C,1C,Introduction to Dance for Music Theater,F Gunn,SP,2017,9,10,2,1,0,0,0,0,0,0,0,0,0,0,0
THEATER 25B,25B,Movement and Combat I,E. Monaghan,SP,2017,0,9,3,0,0,0,0,0,0,0,0,0,1,0,0
THEATER 101C,101C,Deconstructing Theater,Anndretta Wilson,SP,2017,0,15,12,15,15,7,5,6,2,0,1,0,2,0,0
THEATER 50,50,Theater Production,Daniel Ionazzi,SP,2017,4,16,0,0,1,0,0,0,0,0,0,0,0,0,0
THEATER 134F,134F,Dance for Musical Theater III,Dan Belzer,SP,2017,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0
THEATER 134C,134C,Dance for Musical Theater II,F Gunn,SP,2017,8,8,2,0,0,0,0,0,0,0,0,0,0,0,0
THEATER 50,50,Theater Production,Kellie Knight,SP,2017,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0
THEATER 138,138,Special Problems in Performance Techniques,Thomas Orth,SP,2017,4,26,10,2,2,0,0,0,0,0,0,0,0,0,0
THEATER 134C,134C,Dance for Musical Theater II,D.M. Solimando,SP,2017,8,8,2,0,0,0,0,0,0,0,0,0,0,0,0
THEATER 135A,135A,Singing for Musical Theater II,Dan Belzer,SP,2017,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0
THEATER 172,172,"Production Practice in Theater, Film, Video, and Digital Media",Brian Kite,SP,2017,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0
THEATER 135A,135A,Singing for Musical Theater II,Jeremy Mann,SP,2017,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0
THEATER 172,172,"Production Practice in Theater, Film, Video, and Digital Media",Joe Olivieri,SP,2017,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0
THEATER 134C,134C,Dance for Musical Theater II,Cheryl Baxter-Ratliff,SP,2017,8,8,2,0,0,0,0,0,0,0,0,0,0,0,0
THEATER 106,106,History of American Theater and Drama,Tony Fitzgerald,SP,2017,0,27,13,9,16,1,1,4,2,0,2,0,1,1,16
THEATER 116A,116A,Acting II,Judith Moreland,SP,2017,0,5,6,1,2,0,0,0,0,0,0,0,0,0,0
THEATER 134F,134F,Dance for Musical Theater III,D.M. Solimando,SP,2017,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0
THEATER 160,160,Fundamentals of Play Direction,Marike Splint,SP,2017,0,4,9,6,4,1,0,0,0,0,0,0,0,0,0
THEATER 134F,134F,Dance for Musical Theater III,F Gunn,SP,2017,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0
THEATER 134C,134C,Dance for Musical Theater II,Leanora Martino,SP,2017,8,8,2,0,0,0,0,0,0,0,0,0,0,0,0
THEATER 126B,126B,Acting III,Michael Hackett,SP,2017,0,21,20,0,0,0,0,0,0,0,0,0,0,0,0
THEATER 150,150,Theater Production and Performance,Kellie Knight,SP,2017,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
THEATER 116A,116A,Acting II,April Shawhan,SP,2017,0,4,6,0,1,0,0,1,0,0,0,0,0,0,0
THEATER 124B,124B,Voice and Speech II,Paul Wagar,SP,2017,0,4,15,10,4,7,0,0,0,0,0,0,0,0,0
THEATER 150,150,Theater Production and Performance,Daniel Ionazzi,SP,2017,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
THEATER 20,20,Acting Fundamentals,J.Ed Araiza,SP,2017,13,53,35,8,6,2,0,0,0,1,0,0,1,0,6
THEATER 116A,116A,Acting II,Marilyn Fox,SP,2017,2,8,2,1,0,1,0,0,0,0,0,0,0,0,0
THEATER 23,23,Musical Literacy for Singing Actors I,Dan Belzer,SP,2017,1,14,2,0,1,0,0,0,0,0,0,0,0,0,0
THEATER 135C,135C,Singing for Musical Theater II,Jeremy Mann,SP,2017,0,12,4,1,0,0,0,0,0,0,0,0,0,0,0
THEATER 121,121,Acting Workshop,Thomas O'Connor,SP,2017,0,7,2,2,0,1,0,0,0,0,0,0,1,0,0
THEATER 103F,103F,Native American Theater,Hanay Geiogamah,SP,2017,2,8,9,1,1,0,0,0,0,0,0,0,0,0,1
THEATER 26,26,Alexander Techniques,Jean-louis Rodrigue,SP,2017,5,9,6,2,0,0,0,0,0,0,0,0,0,0,0
THEATER M103G,M103G,Contemporary Chicano Theater: Chicano Theater since 1980,Jose Valenzuela,SP,2017,2,11,1,3,0,0,1,0,0,0,1,1,1,0,0
THEATER 24C,24C,Voice and Speech I,Amy Chaffee,SP,2017,9,16,9,1,2,1,0,0,0,0,0,0,0,0,0
THEATER 10,10,Introduction to Theater,David Gorshein,SP,2017,5,22,18,11,8,5,4,2,1,0,1,1,1,1,8
THEATER C185A,C185A,Role of Producer in Professional Theater,Angela Scott,SP,2017,0,10,2,0,0,0,0,0,0,0,0,0,0,0,1
THEATER 34C,34C,Dance for Musical Theater I,F Gunn,SP,2017,3,9,5,0,0,0,0,0,0,0,0,0,0,0,0
THEATER 172,172,"Production Practice in Theater, Film, Video, and Digital Media",Thomas O'Connor,SP,2017,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0
THEATER 135C,135C,Singing for Musical Theater II,Mary Agresta Duprey,SP,2017,0,12,4,1,0,0,0,0,0,0,0,0,0,0,0
THEATER 134C,134C,Dance for Musical Theater II,Dan Belzer,SP,2017,8,8,2,0,0,0,0,0,0,0,0,0,0,0,0
UNIV ST 30,30,How to Succeed at UCLA: Retention,David Maldonado,SP,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17
URBN PL 141,141,Planning for Minority Communities,Jeanne Flores,SP,2017,1,54,25,8,7,0,0,0,0,0,0,0,0,0,2
URBN PL M167,M167,Environmental Justice through Multiple Lenses,Moana McClellan,SP,2017,5,6,8,0,0,5,1,0,0,0,0,0,0,0,0
URBN PL 121,121,Urban Policy and Planning,Michael Osman,SP,2017,4,19,26,18,17,9,13,7,6,0,0,0,2,0,2
URBN PL CM137,CM137,Southern California Regional Economy,Goetz Wolff,SP,2017,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0
VIETMSE 3,3,Introductory Vietnamese,Thu Nguyen,SP,2017,1,11,4,2,1,0,0,0,0,0,0,0,0,0,1
VIETMSE 3A,3A,Introductory Vietnamese for Heritage Learners,Thu Nguyen,SP,2017,2,57,6,1,0,0,0,0,0,0,0,0,0,0,1
VIETMSE M155,M155,Topics in Vietnamese Cinema and/or Literature,Thu-huong Nguyen-vo,SP,2017,1,5,4,2,2,4,1,1,0,0,0,0,0,0,0
WL ARTS 24,24,"World Arts, Local Lives",Mary Roberts,SP,2017,4,17,4,1,0,0,0,0,0,0,0,0,0,0,0
WL ARTS 98TB,98TB,Choreography and Israel: (Hi)stories of Nationalism and Dissent,Susan Foster,SP,2017,2,7,4,0,0,0,0,0,0,0,0,1,1,0,0
WL ARTS C151,C151,Ethnography of Religions,Allen Roberts,SP,2017,1,4,2,4,2,1,0,0,0,0,0,0,1,0,0
